dataset,query,duplicates
gossipcop,84266718301040018,84266718301040018 84266718301040018 11731933391217902164 4795118214487497409 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16183325236145560606 16825458760271544958 16825458760271544958 18252562269841779532 16825458760271544958 609433228240269072 16825458760271544958 3569178539763119073 7787323348607847988
gossipcop,38923357909126888,2515702684028887592 38923357909126888 3634154570619349907 12088311034028461240 13681143000692810463 13629324352916250116 7179722226103350000 11802611699284155640 3634141332494201217 10918495418547228039 3225517462234691350 10073343392952518444 12440137640971531920 11687849033359877556 13975726380837521490 10800656774345327936 4766559353665265807 5753623684355377090 5595634798361156322 8080784240719124290 2636186751600340298 365639497954788739 15652239892993149000 10125968640880054986 155240125242078358 4309189765700195160 366009430535293568 3038371875947894791
gossipcop,7051523694765736974,7051523694765736974 50710331676328011 6362203817145004908 7907623840266915348 7776531540505357766 13117265741997382931 17451092097341994607 11243183097154049335 3796383660150836691 13110929618434828395 12120433851118443496 1578038290739443053 3731968415816072877 9501729119475169925 17094228007050274828 10838146225339813956 8292772399929181158 82142724747387873 12665794631617863197 10827132700398704018 13196971319951709750 4367880851374644532 4987891798393197033 11032085049122080374 10634138814971318915
gossipcop,16532270207702019338,16532270207702019338 16297676461208944381 7916882707728416910 15560668950975364324 8187338487711799133 8415004995392207279 15175108738592616851 18362644012833941373 8684386585681647561 9283059442466375612 719589729388578812 5441263298767534306 1388824846467403519 5079034619178964659 15177580327066774894 11979654911450184167 9991706179482226223 14087580831858385298 17781087547646491988 2910988870653063224 13906272537223891786 16825458760271544958 5046733519570653322 8186446446640701190 6013467577971731593 16328532868416504215 16825458760271544958 16825458760271544958
gossipcop,8623372582104664734,16073703690961959273 799142645296195716 11311195341961659658 16825458760271544958 10918495418547228039 4628458848898168960 15561174234037745799 10207542630353277954 9485641744324289711 2051658512419859504 4289419021517514194 16418736865112470713 17130709427335920373 324580510947489600 2748671006354449021 13746807442004926763 2018056794594986731 2636186751600340298 3123514815110142056 6923616828042324837 10636085106868564527 2371585355777845799 11141031690103276306 3932221481507231392 3315779627997466633 10678553287860131938
gossipcop,11215247560824671061,11215247560824671061 12511918416242151860 3535346152056622891 7667142986617421165 784407002643374494 10674956928879633080 15756965823402934401 10099469030116973962 17563223473486830466 6404921933068183290 9076202788650683353 700591934461993016 16142500162997938633 9004145194603858905 99686222214500644 2557440059351467164 7739668506591209602 16361921874571093127 5382077525430650437 13859883566397703782 16361921874571093127 16361895494881961095 3530842827308861315 16361921874579481735 16361921874562704519
gossipcop,1783399132979546650,1923003025920365114 16825458760271544958 2567801439661066568 1101240063009211488 1783399132979546650 16825458760271544958 16825458760271544958 1921894735379439116 3906558217259722531 13586898297495899976 640362209403818286 5349504926646567790 8055835880806262034 1204405609052574860 16825458760271544958 16825458760271544958 6416450696764958094 16188935464304876292 4474356287890790409 17981649754548149607 11725352655082990161 14486030078595928020 6626277636199988200 10044359765168844081 16825458760271544958 16825458760271544958 16825458760271544958
gossipcop,9029507642411810545,9029507642411810545 5429589324629995706 15455018120956574678 17130187314023903510 3703363150414289124 7507721602918868153 12275057726653710256 11039844596370499342 14258231736125016346 11646764890987143458 16825458760271544958 534795569206993945 8888833521860423668 1077339825558912185 13054304435684445493 10351114362897906459 5803376163918974283 1429416302179330900 5773054957819502616 15975731956651579031 16741366915748858716 16241218796228448862 9992796159468613793 7987090854884314002 14365101393039272428 16611472938314567324 9374515390025302544
gossipcop,8623372582104664734,8623372582104664734 891131239838944795 7466903660929774058 12889221204629318088 12024391525889076903 16825458760271544958 16825458760271544958 16825458760271544958 14222467710618719118 17724649104189903883 5601171802246670475 16825458760271544958 2044052726724856858 8759555966563353380 15088117117776130743 10061557344883990848 4661970675665408061 12251305514869288042 949798309113969358 16825458760271544958 14987197532640789438 8217368970741640240 15876306205151644926 8213119874350390958 17269668142136400179 12740012213024955398 7761349927386917496
gossipcop,775451196254931948,4782825807099511394 14449605492336419972 14449605492336419972 433003759974320740 4900573499354835558 6141270638899582869 7615813056611814803 9826065890047297737 4918074534739088795 15034597261306434306 15560668950975364324 10104236808747531483 7261686037753006818 9979315930531472609 7588918125657520271 4693237241324079648 13983601298713544722 1783090100170526962 18166329839779265018 12048915579215087570 15357089965251289326 16327273026554424644 8052745802879583940 8768433548394999840 2985894571794130453 16234691609703265665
gossipcop,7977156716028261281,2595833533452052084 6976865860170470543 7977156716028261281 10430906464439912016 1099876573841945800 4890358924214780553 18085704123862907307 2793306408173819716 2360774602641328174 12701146007216731639 9402113616413642895 10918495418547228039 2317144842001294021 9300742718459317975 16825458760271544958 11872258691006652471 14278823567453649155 16825458760271544958 9073441144836087185 6631708910041040137 491969205195036228 667106730724559884 15564441019154077617 13340957432142803524 4918691799875883140 8519563313276418 11513841470556296038 16825458760271544958
gossipcop,10302207792682411296,10302207792682411296 10560783910325847321 15441083934062915130 9375885923129440715 10701612738830576314 14446116147436490630 15930369825421099787 15157922303155613259 2469220904495576143 14004658297490939020 16825458760271544958 9404610240194166219 6370450053676370410 13862020328601799818 16825458760271544958 4918074534739088795 16234591971243638277 10610632618918734422 13915232290388913543 16432372946586067134 154093401517984064 4680282243094503379 4693237241324079648 14577186061181401674 6581682567190841792 14886213051077413347 9748619312366707856
gossipcop,6302502861871998419,6302502861871998419 7439652867270731651 7162611097791573378 16825458760271544958 298443466464035341 10946938427424175263 15090084774540827721 1857347614190288346 10231299847509124723 7425040130880651485 2843913956757514066 403233415436730566 2895309380111105262 3769562573508583668 8059081825026653520 8697868146377055629
gossipcop,18094974622305128834,18094974622305128834 8194422136141741374 15423030783810044824 16797862902903388332 2892560067320729681 11403397196453153447 11053508091105575680 7947254672121938963 8708770640304853068 16487229658101941156 8843877983851180546 15131332918991122477 16825458760271544958 4918074534739088795 12969486489509382022 16276682542411026690 16825458760271544958 16825458760271544958 5470068629129330700 4779469499228247616 9021716266364792919 16825458760271544958 16825458760271544958 16825458760271544958 2482118133369773886 5519097625202807096 8727076559996026391
gossipcop,10061651125013069446,6873851918988984210 10061651125013069446 2252460330481139346 16825458760271544958 2144623077882084356 15614087967073302217 1679569334105758794 6216838630146245074 16156457161273348282 9554277125030303243 16483820355055927030 1860590912709471297 4049234425399633883 10757372662529191643 10435849579749870625 5143942312817992026 4053041268344987105 10390403193540451363 11987584675615440802 6742319344007501976 16012956812450385398 8807639822584868864 16825458760271544958 14566932692166550042 16268482900743223507 5714688119395027356
gossipcop,362015890073086286,17605365279386445652 8374687259141100140 16379530898750999956 17699785426787884613 8481453865806755436 362015890073086286 17588525413712271423 16825458760271544958 4693237241324079648 16518737341032321656 4654236268615305157 16679365330760687580 7750672771137698583 960616395191944776 14580474379657579093 2693773835437620802 13294574001904521861 13294574001904521861 17506546116835173 15550294200693496324 13550787297387103572 7997219026376943426 13253145047464450279 6205472255935580300 9998665652588884732 6740944113499594736 12511098387423456675 7238562333857307412 7625806800657913688
gossipcop,8621271631720234325,4584500403396188776 2072166496884605018 7656332755739812943 7768386111650551115 11322920531681434668 8682544678174473107 3740910931353643799 16825458760271544958 16825458760271544958 13482161571346331056 8052929688251155530 5513098441393702602 3127240677018629139 15823358141342369677 4091602615452343659 3177384868345974091 17397479330192681012 2778441138744499209 8132769311589192268 3188857368926568530 11808660882811625804 13927463501941281331 6708470456303783454 8357012492818785226 15367213745733880257 7958006122435863588 12878499035046798300 17638860683241852419
gossipcop,5497806258077291282,5497806258077291282 11486871822270854288 8623372582104664734 14108083846164719613 14903695674343231057 1993069757483193723 13458875618265840870 14907163773324057298 3255219730127094080 4909919658052469806 7186102722981178793 10824985429252058438 16825458760271544958 12100836728802135368 6372741372015755210 7022195701248116522 5780025856716000601 9658761199175764617 9428083539752011047 260288662845475557 17683315664176782152 6680888906113357302 15982549883631509282 12819453777963562116 17087405876555340602
